#                 x                   p
  5.82806719551e-19       101880.103218
   0.00502512562814       101878.552839
    0.0100502512563       101876.743066
    0.0150753768844        101876.38882
    0.0201005025126       101876.181317
    0.0251256281407       101875.949211
    0.0301507537688       101875.656639
     0.035175879397       101875.290028
    0.0402010050251       101874.845235
    0.0452261306533       101874.321504
    0.0502512562814        101873.71975
    0.0552763819095       101873.041778
    0.0603015075377        101872.29169
    0.0653266331658       101871.475884
     0.070351758794       101870.601696
    0.0753768844221       101869.677788
    0.0804020100503       101868.713672
    0.0854271356784       101867.720175
    0.0904522613065       101866.708732
    0.0954773869347       101865.689758
     0.100502512563       101864.673568
     0.105527638191       101863.671441
     0.110552763819       101862.692964
     0.115577889447       101861.745271
     0.120603015075       101860.836145
     0.125628140704       101859.971859
     0.130653266332       101859.155902
      0.13567839196       101858.391499
     0.140703517588       101857.681912
     0.145728643216       101857.028452
     0.150753768844       101856.431305
     0.155778894472       101855.891598
     0.160804020101       101855.408919
     0.165829145729       101854.982023
     0.170854271357       101854.609672
     0.175879396985       101854.291194
     0.180904522613       101854.026508
     0.185929648241        101853.81151
     0.190954773869       101853.643974
     0.195979899497       101853.513917
     0.201005025126       101853.429863
     0.206030150754       101853.397659
     0.211055276382       101853.400165
      0.21608040201       101853.434751
     0.221105527638       101853.501172
     0.226130653266       101853.594835
     0.231155778894       101853.711304
     0.236180904523       101853.847539
     0.241206030151       101853.998558
     0.246231155779       101854.159086
     0.251256281407        101854.32651
     0.256281407035       101854.496426
     0.261306532663       101854.662948
     0.266331658291       101854.823186
      0.27135678392       101854.974564
     0.276381909548        101855.11275
     0.281407035176       101855.233878
     0.286432160804       101855.338692
     0.291457286432       101855.427314
      0.29648241206       101855.485056
     0.301507537688       101855.512499
     0.306532663317       101855.525833
     0.311557788945       101855.524709
     0.316582914573       101855.503584
     0.321608040201       101855.460983
     0.326633165829       101855.399622
     0.331658291457       101855.321783
     0.336683417085       101855.229633
     0.341708542714       101855.125847
     0.346733668342       101855.011937
      0.35175879397       101854.890877
     0.356783919598       101854.766686
     0.361809045226       101854.641193
     0.366834170854       101854.514496
     0.371859296482        101854.38574
     0.376884422111       101854.259807
     0.381909547739       101854.139777
     0.386934673367       101853.998573
     0.391959798995       101853.825468
     0.396984924623       101853.653947
     0.402010050251       101853.495163
     0.407035175879       101853.335804
     0.412060301508       101853.170614
     0.417085427136       101852.999251
     0.422110552764       101852.821165
     0.427135678392         101852.6344
      0.43216080402       101852.438684
     0.437185929648       101852.233976
     0.442211055276       101852.019811
     0.447236180905       101851.798421
     0.452261306533       101851.571721
     0.457286432161       101851.340581
     0.462311557789       101851.107579
     0.467336683417       101850.876159
     0.472361809045       101850.650362
     0.477386934673       101850.434467
     0.482412060302       101850.230685
      0.48743718593       101850.039126
     0.492462311558       101849.858984
     0.497487437186       101849.684289
     0.502512562814       101849.518268
     0.507537688442       101849.365607
      0.51256281407       101849.210235
     0.517587939698       101849.041336
     0.522613065327       101848.863223
     0.527638190955       101848.660433
     0.532663316583       101848.397585
     0.537688442211       101848.055763
     0.542713567839       101847.630365
     0.547738693467       101847.092016
     0.552763819095       101846.351409
     0.557788944724       101845.419642
     0.562814070352       101844.561224
      0.56783919598       101843.822622
     0.572864321608       101842.817199
     0.577889447236        101841.42357
     0.582914572864       101839.859531
     0.587939698492       101838.217719
     0.592964824121       101836.562826
     0.597989949749       101835.038367
     0.603015075377       101833.738437
     0.608040201005       101832.672147
     0.613065326633       101831.804021
     0.618090452261       101831.089136
     0.623115577889       101830.490535
     0.628140703518       101829.979464
     0.633165829146        101829.53423
     0.638190954774       101829.139549
     0.643216080402       101828.784695
      0.64824120603       101828.462052
     0.653266331658       101828.166101
     0.658291457286       101827.892743
     0.663316582915       101827.638846
     0.668341708543       101827.401959
     0.673366834171       101827.180117
     0.678391959799       101826.971706
     0.683417085427       101826.775385
     0.688442211055       101826.590018
     0.693467336683       101826.414635
     0.698492462312       101826.248396
      0.70351758794       101826.090569
     0.708542713568       101825.940512
     0.713567839196       101825.797657
     0.718592964824       101825.661499
     0.723618090452       101825.531589
      0.72864321608       101825.407521
     0.733668341709       101825.288934
     0.738693467337       101825.175497
     0.743718592965       101825.066914
     0.748743718593       101824.962915
     0.753768844221       101824.863252
     0.758793969849         101824.7677
     0.763819095477       101824.676053
     0.768844221106       101824.588121
     0.773869346734       101824.503729
     0.778894472362       101824.422717
      0.78391959799       101824.344936
     0.788944723618       101824.270248
     0.793969849246       101824.198524
     0.798994974874       101824.129638
     0.804020100503       101824.063479
     0.809045226131        101823.99995
     0.814070351759        101823.93896
     0.819095477387       101823.880418
     0.824120603015        101823.82424
     0.829145728643       101823.770349
     0.834170854271        101823.71867
     0.839195979899       101823.669135
     0.844221105528        101823.62168
     0.849246231156       101823.576244
     0.854271356784       101823.532773
     0.859296482412       101823.491212
      0.86432160804       101823.451513
     0.869346733668        101823.41363
     0.874371859296       101823.377521
     0.879396984925       101823.343146
     0.884422110553       101823.310468
     0.889447236181       101823.279453
     0.894472361809        101823.25007
     0.899497487437       101823.222292
     0.904522613065       101823.196093
     0.909547738693       101823.171454
     0.914572864322       101823.148356
      0.91959798995        101823.12679
     0.924623115578       101823.106746
     0.929648241206       101823.088227
     0.934673366834       101823.071246
     0.939698492462       101823.055827
      0.94472361809       101823.042007
     0.949748743719       101823.029846
     0.954773869347       101823.019426
     0.959798994975       101823.010857
     0.964824120603       101823.004277
     0.969849246231       101822.999848
     0.974874371859       101822.997735
     0.979899497487       101822.998063
     0.984924623116       101823.000834
     0.989949748744       101823.006092
     0.994974874372       101823.011281
                  1       101822.992469
