#                 x                   p
  5.82806719551e-19       101825.393147
   0.00502512562814       101825.357059
    0.0100502512563       101825.308361
    0.0150753768844       101825.317075
    0.0201005025126       101825.309964
    0.0251256281407       101825.297137
    0.0301507537688       101825.283877
     0.035175879397       101825.271821
    0.0402010050251       101825.259605
    0.0452261306533       101825.247928
    0.0502512562814       101825.238804
    0.0552763819095       101825.231858
    0.0603015075377       101825.226119
    0.0653266331658       101825.222931
     0.070351758794       101825.222257
    0.0753768844221       101825.224013
    0.0804020100503       101825.228642
    0.0854271356784       101825.235249
    0.0904522613065       101825.244297
    0.0954773869347       101825.256033
     0.100502512563       101825.269872
     0.105527638191       101825.286215
     0.110552763819       101825.305197
     0.115577889447       101825.326245
     0.120603015075       101825.349117
     0.125628140704       101825.373694
     0.130653266332       101825.399747
      0.13567839196       101825.427039
     0.140703517588       101825.455652
     0.145728643216       101825.485455
     0.150753768844       101825.515908
     0.155778894472       101825.547655
     0.160804020101       101825.580548
     0.165829145729       101825.613713
     0.170854271357       101825.647187
     0.175879396985       101825.680845
     0.180904522613       101825.715189
     0.185929648241       101825.749888
     0.190954773869        101825.78415
     0.195979899497       101825.819296
     0.201005025126       101825.855105
     0.206030150754       101825.890291
     0.211055276382       101825.925772
      0.21608040201       101825.962133
     0.221105527638       101825.999104
     0.226130653266       101826.035945
     0.231155778894       101826.072245
     0.236180904523       101826.109109
     0.241206030151       101826.146224
     0.246231155779       101826.182683
     0.251256281407       101826.220007
     0.256281407035       101826.258098
     0.261306532663       101826.295725
     0.266331658291       101826.333837
      0.27135678392       101826.372935
     0.276381909548       101826.412307
     0.281407035176       101826.451727
     0.286432160804       101826.491563
     0.291457286432       101826.531482
      0.29648241206        101826.57196
     0.301507537688       101826.614234
     0.306532663317       101826.657515
     0.311557788945       101826.700972
     0.316582914573       101826.744935
     0.321608040201       101826.789754
     0.326633165829       101826.835541
     0.331658291457       101826.882251
     0.336683417085       101826.931027
     0.341708542714       101826.982014
     0.346733668342       101827.033885
      0.35175879397        101827.08776
     0.356783919598       101827.145172
     0.361809045226       101827.204986
     0.366834170854       101827.266817
     0.371859296482       101827.332609
     0.376884422111       101827.402332
     0.381909547739       101827.475737
     0.386934673367       101827.554778
     0.391959798995       101827.639211
     0.396984924623        101827.72876
     0.402010050251       101827.825442
     0.407035175879        101827.93004
     0.412060301508       101828.043041
     0.417085427136       101828.166474
     0.422110552764       101828.302105
     0.427135678392       101828.450806
      0.43216080402       101828.614289
     0.437185929648       101828.795136
     0.442211055276       101828.996738
     0.447236180905       101829.223189
     0.452261306533       101829.477081
     0.457286432161       101829.764271
     0.462311557789       101830.095389
     0.467336683417       101830.478963
     0.472361809045       101830.928081
     0.477386934673       101831.463068
     0.482412060302       101832.111347
      0.48743718593       101832.915455
     0.492462311558       101833.939755
     0.497487437186       101835.283573
     0.502512562814       101837.095035
     0.507537688442       101839.576181
      0.51256281407       101842.932448
     0.517587939698       101847.233075
     0.522613065327       101852.106006
     0.527638190955       101856.635246
     0.532663316583       101859.890788
     0.537688442211       101861.408571
     0.542713567839        101861.87714
     0.547738693467       101862.776932
     0.552763819095       101864.514581
     0.557788944724       101866.527127
     0.562814070352       101868.387939
      0.56783919598       101869.836996
     0.572864321608       101870.761709
     0.577889447236       101871.260554
     0.582914572864       101871.520185
     0.587939698492       101871.726298
     0.592964824121       101872.003234
     0.597989949749       101872.392621
     0.603015075377       101872.915588
     0.608040201005       101873.587975
     0.613065326633       101874.405888
     0.618090452261       101875.348743
     0.623115577889       101876.397109
     0.628140703518       101877.522515
     0.633165829146       101878.680395
     0.638190954774       101879.824094
     0.643216080402       101880.927261
      0.64824120603       101881.975157
     0.653266331658       101882.938195
     0.658291457286       101883.792466
     0.663316582915       101884.526369
     0.668341708543       101885.119455
     0.673366834171       101885.566811
     0.678391959799       101885.878692
     0.683417085427       101886.060265
     0.688442211055        101886.12686
     0.693467336683        101886.10664
     0.698492462312       101886.024277
      0.70351758794       101885.902483
     0.708542713568       101885.761262
     0.713567839196       101885.615156
     0.718592964824       101885.479418
     0.723618090452       101885.363779
      0.72864321608       101885.268711
     0.733668341709       101885.180252
     0.738693467337        101885.08335
     0.743718592965       101884.977392
     0.748743718593       101884.872945
     0.753768844221       101884.759049
     0.758793969849       101884.623031
     0.763819095477       101884.464571
     0.768844221106       101884.308378
     0.773869346734       101884.168452
     0.778894472362       101884.030052
      0.78391959799       101883.891569
     0.788944723618       101883.751335
     0.793969849246       101883.621645
     0.798994974874       101883.521228
     0.804020100503       101883.439338
     0.809045226131       101883.374794
     0.814070351759       101883.336828
     0.819095477387       101883.300001
     0.824120603015       101883.270651
     0.829145728643       101883.253562
     0.834170854271       101883.262485
     0.839195979899       101883.308227
     0.844221105528       101883.352811
     0.849246231156       101883.432374
     0.854271356784       101883.561371
     0.859296482412       101883.682998
      0.86432160804       101883.798864
     0.869346733668       101883.931895
     0.874371859296       101884.096287
     0.879396984925       101884.273647
