#                 x                   p
  5.82806719551e-19       101824.957226
   0.00502512562814       101824.979777
    0.0100502512563       101824.981345
    0.0150753768844        101824.98676
    0.0201005025126       101824.996112
    0.0251256281407       101825.010062
    0.0301507537688       101825.029808
     0.035175879397       101825.056373
    0.0402010050251       101825.091494
    0.0452261306533       101825.137748
    0.0502512562814       101825.198007
    0.0552763819095       101825.276877
    0.0603015075377       101825.381425
    0.0653266331658       101825.520344
     0.070351758794       101825.709092
    0.0753768844221       101825.975846
    0.0804020100503       101826.352994
    0.0854271356784       101826.883828
    0.0904522613065       101827.640426
    0.0954773869347       101828.694722
     0.100502512563       101830.038364
     0.105527638191        101831.54172
     0.110552763819       101833.072425
     0.115577889447       101834.455988
     0.120603015075       101835.628745
     0.125628140704       101836.634429
     0.130653266332       101837.523509
      0.13567839196       101838.309044
     0.140703517588       101838.954003
     0.145728643216       101839.516573
     0.150753768844       101840.037107
     0.155778894472       101840.507318
     0.160804020101       101840.925224
     0.165829145729       101841.308249
     0.170854271357       101841.668187
     0.175879396985        101842.02208
     0.180904522613       101842.362519
     0.185929648241       101842.696247
     0.190954773869       101843.022949
     0.195979899497       101843.326938
     0.201005025126       101843.618445
     0.206030150754        101843.89717
     0.211055276382       101844.142309
      0.21608040201         101844.3292
     0.221105527638       101844.454234
     0.226130653266       101844.622752
     0.231155778894       101844.825946
     0.236180904523       101844.979202
     0.241206030151       101845.096092
     0.246231155779       101845.184399
     0.251256281407       101845.310591
     0.256281407035       101845.433203
     0.261306532663        101845.52944
     0.266331658291       101845.692533
      0.27135678392       101845.863903
     0.276381909548       101845.976455
     0.281407035176       101846.068661
     0.286432160804       101846.215933
     0.291457286432       101846.392858
      0.29648241206       101846.530235
     0.301507537688       101846.642449
     0.306532663317       101846.746466
     0.311557788945        101846.84904
     0.316582914573       101846.943405
     0.321608040201       101847.044301
     0.326633165829       101847.163288
     0.331658291457       101847.262387
     0.336683417085         101847.3128
     0.341708542714        101847.35542
     0.346733668342       101847.441418
      0.35175879397       101847.546192
     0.356783919598       101847.671013
     0.361809045226       101847.782052
     0.366834170854       101847.857276
     0.371859296482        101847.97742
     0.376884422111       101848.115601
     0.381909547739       101848.221469
     0.386934673367       101848.310681
     0.391959798995       101848.391454
     0.396984924623       101848.469537
     0.402010050251       101848.543815
     0.407035175879       101848.608568
     0.412060301508       101848.653964
     0.417085427136       101848.679404
     0.422110552764       101848.700636
     0.427135678392       101848.719021
      0.43216080402       101848.758326
     0.437185929648       101848.849403
     0.442211055276       101848.954453
     0.447236180905       101849.059995
     0.452261306533       101849.203431
     0.457286432161       101849.388648
     0.462311557789       101849.595886
     0.467336683417       101849.800155
     0.472361809045       101849.989597
     0.477386934673       101850.171124
     0.482412060302       101850.356811
      0.48743718593       101850.541695
     0.492462311558        101850.71175
     0.497487437186       101850.884501
     0.502512562814       101851.061665
     0.507537688442       101851.222998
      0.51256281407       101851.373105
     0.517587939698       101851.518616
     0.522613065327       101851.654741
     0.527638190955       101851.771828
     0.532663316583       101851.869537
     0.537688442211       101851.922841
     0.542713567839       101851.984323
     0.547738693467       101852.108463
     0.552763819095        101852.21638
     0.557788944724       101852.302415
     0.562814070352       101852.391249
      0.56783919598       101852.452997
     0.572864321608       101852.481109
     0.577889447236       101852.491462
     0.582914572864        101852.48308
     0.587939698492       101852.452108
     0.592964824121       101852.405626
     0.597989949749       101852.354412
     0.603015075377       101852.308269
     0.608040201005       101852.262575
     0.613065326633       101852.228407
     0.618090452261       101852.203696
     0.623115577889       101852.145205
     0.628140703518        101852.09063
     0.633165829146       101852.070837
     0.638190954774       101852.023439
     0.643216080402       101851.977609
      0.64824120603       101851.955919
     0.653266331658       101851.906699
     0.658291457286       101851.879582
     0.663316582915       101851.892608
     0.668341708543       101851.884098
     0.673366834171       101851.852143
     0.678391959799       101851.813626
     0.683417085427       101851.767015
     0.688442211055        101851.69367
     0.693467336683       101851.644721
     0.698492462312       101851.650834
      0.70351758794       101851.645145
     0.708542713568       101851.600596
     0.713567839196       101851.543351
     0.718592964824       101851.503019
     0.723618090452       101851.486133
      0.72864321608       101851.470722
     0.733668341709       101851.439631
     0.738693467337       101851.393889
     0.743718592965       101851.339617
     0.748743718593       101851.281002
     0.753768844221        101851.26971
     0.758793969849       101851.297189
     0.763819095477       101851.279575
     0.768844221106       101851.243757
     0.773869346734       101851.180914
     0.778894472362        101851.11481
      0.78391959799       101851.141753
     0.788944723618       101851.203229
     0.793969849246        101851.21888
     0.798994974874        101851.20405
     0.804020100503       101851.172836
     0.809045226131       101851.150619
     0.814070351759       101851.102978
     0.819095477387       101851.065537
     0.824120603015       101851.079742
     0.829145728643       101851.064232
     0.834170854271       101851.063944
     0.839195979899       101851.102541
     0.844221105528       101851.116357
     0.849246231156       101851.172507
     0.854271356784       101851.271118
     0.859296482412       101851.324267
