#                 x                   p
  5.82806719551e-19       101828.001531
   0.00502512562814       101828.006871
    0.0100502512563       101827.985681
    0.0150753768844       101827.989269
    0.0201005025126       101828.006509
    0.0251256281407       101828.031523
    0.0301507537688       101828.061567
     0.035175879397       101828.093372
    0.0402010050251       101828.127194
    0.0452261306533       101828.162494
    0.0502512562814       101828.198629
    0.0552763819095       101828.235193
    0.0603015075377       101828.270786
    0.0653266331658       101828.306623
     0.070351758794       101828.342429
    0.0753768844221       101828.378231
    0.0804020100503       101828.414378
    0.0854271356784       101828.449345
    0.0904522613065       101828.484277
    0.0954773869347       101828.519363
     0.100502512563        101828.55321
     0.105527638191       101828.586885
     0.110552763819       101828.620821
     0.115577889447       101828.653855
     0.120603015075       101828.685965
     0.125628140704       101828.717532
     0.130653266332       101828.748517
      0.13567839196       101828.778564
     0.140703517588       101828.807832
     0.145728643216       101828.836285
     0.150753768844       101828.863534
     0.155778894472       101828.890999
     0.160804020101       101828.918492
     0.165829145729       101828.944763
     0.170854271357       101828.969991
     0.175879396985       101828.994219
     0.180904522613       101829.018771
     0.185929648241       101829.043296
     0.190954773869       101829.066513
     0.195979899497       101829.091298
     0.201005025126       101829.117456
     0.206030150754       101829.142583
     0.211055276382        101829.16839
      0.21608040201       101829.196147
     0.221105527638       101829.225813
     0.226130653266       101829.256495
     0.231155778894       101829.287555
     0.236180904523       101829.320639
     0.241206030151       101829.355333
     0.246231155779        101829.39035
     0.251256281407       101829.428451
     0.256281407035       101829.469275
     0.261306532663       101829.510192
     0.266331658291       101829.552559
      0.27135678392       101829.597231
     0.276381909548       101829.642548
     0.281407035176       101829.687988
     0.286432160804       101829.736688
     0.291457286432        101829.78772
      0.29648241206       101829.838205
     0.301507537688       101829.889091
     0.306532663317       101829.940165
     0.311557788945       101829.991965
     0.316582914573       101830.045492
     0.321608040201       101830.099344
     0.326633165829       101830.152303
     0.331658291457       101830.204529
     0.336683417085       101830.258033
     0.341708542714       101830.312544
     0.346733668342       101830.365486
      0.35175879397       101830.418424
     0.356783919598       101830.473619
     0.361809045226       101830.528768
     0.366834170854       101830.582364
     0.371859296482       101830.636821
     0.376884422111       101830.691062
     0.381909547739       101830.743989
     0.386934673367       101830.799018
     0.391959798995       101830.854986
     0.396984924623       101830.910187
     0.402010050251       101830.968056
